STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,4679,13996115.89,112023,2023-08-08
강동구,6643,12991937.45,125434,2023-08-08
강북구,2160,5030969.96,43657,2023-08-08
강서구,19656,31642982.43,273559,2023-08-08
관악구,3887,9445105.86,76032,2023-08-08
광진구,7323,16100546.46,141257,2023-08-08
구로구,6542,15024303.53,118965,2023-08-08
금천구,3231,7147884.55,55573,2023-08-08
노원구,8584,19143269.81,162864,2023-08-08
도봉구,3065,7708002.67,62318,2023-08-08
동대문구,5606,13225153.27,112417,2023-08-08
동작구,3126,8306011.78,65779,2023-08-08
마포구,7509,19552774.87,167975,2023-08-08
서대문구,2860,8405277.03,65342,2023-08-08
서초구,4454,12681387.59,103193,2023-08-08
성동구,5772,15671704.27,130422,2023-08-08
성북구,3362,7849313.14,65025,2023-08-08
송파구,12847,27740056.1,255289,2023-08-08
양천구,8807,16645833.12,153779,2023-08-08
영등포구,13264,28956668.87,261752,2023-08-08
용산구,2905,8942574.52,68178,2023-08-08
은평구,3870,8502309.16,74505,2023-08-08
종로구,5360,10521311.45,102053,2023-08-08
중구,3696,8185641.57,76506,2023-08-08
중랑구,4374,9685131.65,76794,2023-08-08
